Structure [idcode]	Molecule Name	_SMILES	_CXSMILES_Data	Stereo Centers	cLogP	H-Acceptors	H-Donors	Stereo Centers 2
ek`RL@@DMJe`CHlbbTTRVfRTttaaVDtTlrJVvZ`hJJfjjehh@@ !B@h`@?ovH@k]??`JHb@HBm?vH?X`Bmw?~@h``A_vw?XbLvGi_A{QoUU|E^e|`^d_tmV}WHw|^|t\	PV-009263892262	COC1=CC(C(=O)NC2CN(C(=O)C(C)(C)N3C=NC(C)=C3)C2)=CC=C1C1CC1		0	2.2531	7	1	7
fcHP@DVrTAe{rJJJIIZHzQQY[JLEirZ}FuPTCETDAMD@@@ !B?Xa??`JH?Xc}m?vH@OxBbOvw@h`BbEO~@k\@?ovwbOvw@ovw?g~H@gvwbOvH?X`BbOvH@oy?	PV-005829328479	O=C(CN1CCC2=CC=CC=C2C1=O)NC1(C2=NC=C(C(=O)O)C=N2)CCC1		0	0.8996	8	2	6
fmwYB@ARtzkX`dDfUuem^uY^cMFGN@BjVjZjeb`@@ !B?[]??`Jw?[_}mpJw?[_}m{|qtl~Yw{lkpIeNo|BYYuOOtdz?Sk}Notz?bOv{Jyg_tl}}mp	Z5464975478	CCC1=C(NC(=O)CCCN2C=C(C)C=N2)N=NN1CC1=CC=C(F)C=C1		0	1.9478	7	1	14
fkHR@EAfodbcAHYEEDhhxdmDeCEEhpSoKw@QCUUUMKUD`@@ !B[rjiP@^K[rixmF|jjT@GbqAUjTAxmF|jjTBiPF|j@h`Gm@C~A{Q\VpJH?X`@?g?~@h`Bb@C~?X`	PV-007585051562	CCC1(NC(=O)C2=CN=CN(C)C2=O)CCN(C(=O)C2=C(F)C=CC=C2O)CC1		0	0.7719	8	2	2
fakyB@IJ\FNZf@DYHdidhUMDhXhaRCFoZh@JZVijI@@ !B@O{}b@C~?X`Bb@Jw@Ox@?`Jw@hc}bG?~@hb@SlwPilBDUM~fs]B{J{|q@hbw@`	Z4985565293	CCSCC1=CC=NC(NC(=O)C2=C(C3=CC=NN3C)NN=N2)=C1		0	0.6053	8	2	8
fegI`@DRUD@`yEDheDiDmDmLUiJSd\vijfjfhHB`@@ !BFBsPsSF@Sk~DUK\BSk?@f\wPilA??cF?pJXZGpJHHrQ}m}CM@k]}b@C~_?xBb@JH@Ox	Z5457648575	CNC(=O)C1(CNC(=O)C2=C(OC)N(C3=CC=CC=C3)N=C2)CCCC1		0	0.9659	7	2	11
fns`c@MEjBPQHXdLbdLbRQRbRfaEHRhyjjjj`BFj@@@ !BYrprDeMgYrs~@A}eKA`_FeLXTqaeXM~fwzYeXBn{wz[_ifU`J{o_ieRDYV@	Z3652629387	COC(=O)C1=CC=CC(CNC23CCC(C(F)(F)F)(CC2)C3)=C1		0	3.2326	3	1	9
fleiA@JJL{t`ABYAJY}[Y]\T]zfZfiZj`@@ !BGqk~_uMgYV@_YVU`YVAeXM~fUHQeXA|ZKAc~@ELXFf@ZXAi`	Z5458600338	O=C(CCCC1=CN=CS1)NC1=CN(CCF)N=N1		0	0.6632	6	1	13
fegpR@LAsIwj`BLdTbRLVbbQVTrVFTEEMUUM@pEMUP@@ !B?`@_YQ|ZudA@rULXYVA@rURDwzY@rRn{YVCtNHiowz[_ifU`YVC_ibn{YVAeXFU`YV@	Z6096934679	CCCCC(=O)NC1=CN=CC(C(=O)N2CCSC23CC(C(=O)O)C3)=C1		0	2.2236	7	2	7
fa{hb@FJlzj^`dLbbRfRRTJRbTMNBdZqZpAE@EUMT@`@@ !BLXCOta`lLX@q`F\lFBpZXFU`?X`Bb@JH?X`@?`JH@h`BbLwP`DzDUJ[@UKmTnp	PV-006936997834	OCC1=C(CCNC2=C3C(=NC=N2)NC2=CC(F)=CC=C23)OC=N1		0	1.7661	7	3	1
fci`@DBtzHIkrJIQJIJFIQJFIsJLFNRmzuMTuTlmTuU@@@ !BmpK~@K_}b@K~_{\Bb@Jw?Xc}m?vH@k\Bf]?PsTz@nrn?LUR{UHS@ikmT|j~sqx@qKAcRsx@q	Z7711929149	COC(=O)C1=NN(CCNC(=O)C2=C(C)N3C(C4CC4)=NC=C3C=C2)C(C)=C1		0	1.3667	8	1	15
fleYC@DDhsSi@qHrBYAIem{eubTlzejfejj`@@ !B@OxlFBqgXFU`FfT_FEO_fRnDYQ|lYq}eTv_~_v]SYuMgTuLX	PV-009770125213	CN1N=NC(Br)=C1NC(=O)C1=CN(CC(F)F)C=N1		0	0.0598	7	1	13
fnsi@@AJMGHDf[V{]fUnRMZNV`BJVZfhh@@ !B@k\@?ovw@k\Bb@C~@OxBmpJH`CGMsz[_aBlqo{_}aBnfw|?Rs\|kn|?Rs\|	Z5103204561	CC(=O)C1=CC(N2C=C(C3=C(C(C)C)N(C)N=C3)N=N2)=CC=C1		0	1.3987	6	0	13
fewHb@CIzMpPABTsJk\nr~JBTgOQtCAESSUKTL@@ !BGvW~@ELXs\|_Fa`losF?LVU`s\}eXFU`wzXknvU`GqhlFOx@Tq`ZXELXXAhlFOx@FBp	PV-005995451295	CC1=C(CCNC(=O)C2=CC(C3=CN(C)N=C3)=NO2)C2=CC=CC=C2S1		0	2.4885	6	1	6
fnsa``ARUDDPVPkHMdLbbbRRRRdJJdYpJXi`HJjjjjb`@@ !BYVATaM~fYVC@fVU`wz[@f]~fYV@ZGrn{wzY`YUMgKF_~_rqgYQ}eGq|ZXFT	Z5067442599	COC1=CC(Cl)=C(CNC23COC(C(F)(F)F)(C2)C3)C=C1OC		0	2.3015	4	1	8
fegPP`JF`aqPAGY@\aNPrRPqISEJYRIERRufiZkPPQSUUUQP@@ !BGvTpdah_YV@kn|BYYV@ZGqh_UHS@fQh_J{o_iah_Fa}SYvAe?g|lY?y?FELXTrpXTv\	PV-009213820297	CCS(=O)(=O)C1=NC=C(NC(=O)CC23COC(C(F)(F)F)(C2)C3)C=C1C		0	1.3985	6	1	1
ek`\L@@DCK@HflbbbbdRbRRbrJRv\JBZFvVNZhJhbhB`hbH@@ !B?[]??`Jw?[_}b@C~?[\PUP^KA{S}b@Jw@h`BmyX?ec|GmG?~@hc}m?vwAxo}bOvH@k\BmpJH?[\	Z5539776198	NC1=NC2=C(C=C1C(=O)N(CC1=CC=CC=C1)C1(CO)CCOCC1)CCCC2		0	2.43	6	2	3
fkX`@DF]xZpSrJIIJJJIQSR[MQHshmFmjjdFbJhjZb@@ !B^uP_YRY@VS|fPEd?IdAT^r?M^uQ`Fouw@DyN_rY@GvTfP@Pk@DyN_sD@XAhH?MIPTLuYPOtHFBp	Z6114747600	COC1=NN(C)C2=NC(C)=C(CCC(=O)NCC3=CNN=C3C(C)(C)C)C(C)=C12		0	2.1829	8	2	9
fjuac@ERrTDajPMHYEDeDiihTdiSd@QMUUS@@@ !B?Xa??`JH?Xc}bG?~@h`BbOvH?[\BbK\B@k]??`Jw_?xBmw?~@O{}mp	Z4596286066	CCCN(CCC(=O)O)C(=O)C1=CC(F)=CC(C(F)F)=C1		0	2.6085	4	1	9
figYA@HDhsSk@BDrBTl}kmlsvxHkQZ}GRuUTtDAUQ@@@ !B@hc_ibnDLXB{Jz[@im|_Fklknrl_FklkGqjfw{lkim|_FfAenrn{Jq|Z?g}SYq}e	PV-009604207149	NC1=NSC(N2CCN(C(=O)NC3=CC=C4CCCC4=C3F)CC2)=N1		0	3.0954	7	2	15
ffcHb@LRtxR`AFRJIKQSERJKHe@yKViZYjjjjh@@ !Btb}?LTAY^rmYOuPDSg}eXDAYTLugTuPDU@PDJwmTU@Pq_t@fU@QPs_qw	PV-009060116313	NC(=O)C1=C(NC(=O)NCC2(N3CCCC3)CCC2)SC=C1		0	1.4078	6	3	9
fncha@JBCfoE@dDRFQRZJISIXjJKZmfmTCDQUSLP@@ !BbOvH?PJH?[_}b@C~@k]??`JH@k\BbOvw@Ox@?ovw?[^?L]KOf]|kaKlkJxP	Z5196557536	CCC1=NN=CN1CCNC(=O)C(F)(F)C1=NC=CC=C1OC		0	0.1249	7	1	14
fnsqA@AA[XDQdHrJIJFQPpjIKJcIJSf@BjijVjJ@@ !B_?{}m?vH_?y??ovH?[]oJjd?^HlGbze@Gg}oJf|jEvMEhL^L_}z_QY}EgtT	Z5799752135	CN(C(=O)CC1=CSC(CCN)=N1)C1(C2=CC=CC(Cl)=C2)CC1		0	2.4019	4	1	15
fewX`@DL|VoPIrJJJIIJQIzZIQZB[ugMzuPTETSMUEH@@ !BXEiDj|[@IQ~PbfAZNySlExc}qlCFp@@Qm?w~_sZ?NyQ`I\[_QIQq`D@YLEJBBEIOYd@	PV-003382315706	CC1=NN(C)C(C(=O)N2CCN(C(=O)C3=CC=CC=N3)CC3(CC3)C2)=N1		0	0.708	8	0	1
fbmHa@LVBfB@AG@cIICEDdeLdbivcQRmUMUMUR`@@ !BsEbMK{\BbOvw?_x@Sk?Ptk\BmpK@fUR{GvW~@MKO`DySFA|Z_?x	Z6698409072	CC1=NC2=C(CN(S(=O)(=O)C3=CC(N)=C(C)S3)CC2)N1		0	0.4868	6	2	2
fbmH`@B^cdBLbfbTQTRTtWINCGKPAD@QTB@@ !BGqjYpKlkim|_FklknrnYpA|Znrnfwq|Znrn{J?y?Gqh_YQaSTv\	PV-002871365286	CC1=CC(C2=CC=C3N=NN(C)C3=C2)=CN=C1C(=O)O		0	1.3482	6	1	15
ek`TLH@GJkNc`ICHhdiliEKEhleMHjFMC@hlbh@Jjfjjijhj@@@ !BJaBK^DBVJa@jDDBVbw`jDBhPm?q@j[QxQqw~@IndiJRdiIndiJRdiJRdARB?mjRdiIndiIndiIl	PV-007195711586	CC1=CC(F)=CC=C1CC1(C(=O)N2CC3(CC(NC(=O)C(C)(C)CO)C3)C2)CC1		0	3.026	5	2	14
fncHa@LRtZB@AFYCIICDbeDeMMEgAjuZjj@HB@@@@ !Bb@Jw?_vH@k\BbG?~@k\Bb@JH@OxBb@Jw@Ox@?`JH@k\@?ovH@k\Bb@JH?X`	Z3560788319	CCS(=O)(=O)N(C)CCNC1=NC=CC(C2=CC=CC=C2F)=N1		0	1.9241	6	1	5
fde`b@CLDBPRV][eURTlxLZji`@jb@@ !B@h`Bb@JHbOvH?PJH@OxBmpJH?X`@?`JH@h`@?lBfUHQN`@	Z3876448996	O=C(OC1CC(CF)C1)C1=CN=C2CCCC2=C1		0	2.3559	3	0	7
fnshb@LDUZLc@BDie]]mVYrTxKMZYiZZjZjd@@ !BKA`lYue@XFU`F`QTAEQ`YVAeAEQYPA|ZAEQYPEe@VTATAB?R?P`@LTx@@CD	PV-009937804320	CCN1C=CC=C1CCNC(=O)NC1=CN=C2SC=CN2C1=O		0	0.0439	7	2	9
fmopR@K^CHtu`BLdTRbrJfTRbVTthpRhiZN`hDffj@ah@@@ !B@k\Bb@C~?[\@?`JH@k\BmpC~?[\Bm{vK@OxBmx@qs\~fwxPkwyfH?_y??g~w?Xc}Etk~_p	PV-008866747419	CN1C(NC(=O)C2=CC=C3SCCC(=O)C3=C2)=NC2=CC=CC(C(=O)O)=C21		0	1.8624	7	2	6
fjmQb`IVxHpLP`QDHsHEdLbbbTbZfbrTXkpXHEbZjjH@@ !B@k_}mpC~_?xBmpJw?g?~@G?~@OxBm?vw@OzdiJR[iIndfrAzARAzWp	PV-008561234068	NS(=O)(=O)C1=CC(C(=O)N2CC(SC(F)F)C2)=CC=C1Br		0	2.9257	5	1	12
fi{`r@IBMYOQ`BLdTTRbRfQQbTtqSWbmi`fAhjZfa@@ !BGqk~_uMgYV@_YXPk_?{_ieRDf]~Yw?vH?[]eXHPk_?yeXA|ZKAc~@@C~Tqc|bOrw	PV-009648628090	COC(=O)C1=C(C(=O)NCC2=C(C(=O)O)C=CO2)SC2=CC=CC=C12		0	2.0245	7	2	14
fcoi`@DLMZhLkrJJJJYKSZQQqJERMjwQmTEAEUMMUP`@@ !B@OxBmpJH?[\@?ovH@O{}mxc}@h`BbHc}@O{}bGi_?Xbw?X`Bfyl`ASctbf|hHp@^Hu\cUzHO	PV-009120542942	COCC1=C(C(=O)N2CC(N(C)C(=O)C3=NC(C(C)(C)C)=NC=C3)C2)NC=C1		0	1.2518	8	1	14
flyQ`@JJ@bVQQIKJYJPjV\uUSUUU@@@ !B_zeKNMT_rfCUG|i`MD\tQ}T_@IXtQsQGRt_JG?C||Osp?Osw	Z4447565876	CCOC(=O)CNCC(=O)NCC1(CC(C)C)CC1		0	0.8288	5	2	14
fakqP@LZBABjmRY^]nUeVRTxHoVjjfj``XhQRBP@ !BYrp_Y_x@Tq`_FjIpCzHOh`~bc~ua@Ba\CzHhW@~b\Iua@@~bJEphWE\cXPAa@@	PV-002797569035	O=C(O)CCN(CC1=CC=CC=N1)C(=O)[C@H]1C[C@]2(COC(=O)N2)C1		0	-0.4657	8	2	8
ek`ZL@@DI@df`MBlbbbbrTbarQfbbvT\lBbRFVZijZjeffjjd@@ !Bnrl_Fj[_f\B{J{lkXFVYpJ[_im?_fYg@pJY`YUMgpJ[~_rqgWB`@XYuphg@?uindPM[IPDCVPMX	PV-007097638759	CCCN1C=CC=C1C(=O)N1CC(O)(CN(C)C(=O)C2=CN3C=NC=C3C=C2)C1		0	0.7717	8	1	12
ffcPS@I^xKS`Xa@bladTTRdRjTLTQXiI\e``VJfjjJ@@ !BL[?OsQaSYrpqosF?Tv\lFF\lFELXTsF?tMKOsQaSXAk~_wf[iIm`L_y?	Z3910112043	COC1=CC(Br)=C(S(N)(=O)=O)C=C1C(=O)N1CC2(F)CC1C2		0	1.4116	6	1	15
figIa@NJBVRQ`BNaFRJJIJXsIYSQIXYpW`m{SSKUUSSSU@@@ !B?`@_YQ|ZKAaeGuLX?`ASFM~YUKmgKLBfYQ}TnuR{YQ}Tn|BfYQ|lYq}eTv_~_qh_	PV-009490663593	CN1C=CC2=C1C=C(C(=O)N1CCN(C(=O)C3=CSC(=O)N3)CC1)S2		0	1.1398	7	1	3
fakIB@DLdXPLSHhhdYdiEEcDdQchm{SUMUUT@C@@@ !Bs\?_fPJwL[~{UBn{m?w~_{\Bm?vw?_vHm?tBmw?~@h`Bmw?~?Xc}mw?~_?{}mp	PV-005568386833	CN(CC1=CC=CC=C1)C1(CNC(=O)C2=NC=C(Br)N2C)CCC1		0	1.9848	5	1	10
fakhb@LD]DhV`BLdTTRRURRfRbPmRTwmAPTUSTuE@@@ !B?[_}bG?~@k\kaMCR?[_}mpJHLX@Bm?vw?[_}mpJw@O{}mpJw@k_Msx@qaBnfwp	Z4255059775	O=C(NCCC1=CN=C(SC2CCCC2)N=C1)NCC1=NOCC1		0	2.4892	7	2	1
fasXb@NRMEN]AADYEEDiTieEEDmF\SV@`jZBBb`@@ !B@k\@?ovw@k\Bb@Jw?[\@?`C~@k_}mpC~@k_}mpC~_?xBmpJw@hc}mpC~?X`@?`	PV-007024601748	COC1=NC=NC(N(C)C)=C1NC(=O)NCC1=NC=CC(Cl)=C1C		0	1.4794	8	2	10
f`qhb@L\UhtD@BLddLTVRacIJtmTuMUP@@ !BGvU`FfU`Fa|OhjIpTv]`YZIpKF_~_p~bhgAa@E\c	Z4277642440	CN(C)C1(C)CN(S(=O)(=O)C2=NNN=C2)C1		0	-1.5149	7	1	9
figIB@FJBMpICHhdiheihXhedj\uYI^c`BJjffjjI`@@ !B?[\Bmw?~?[_}mpqG_?{Yw|CF\t^O[]?Fqm|eXJl{Yc~?Cg^}LBtmS}g_GrT_I]g_	Z4421105427	CN1CCCN(C(=O)C2=CC3=C(CCNC3)N2C)C2=CC=C(F)C=C21		0	1.6268	5	1	8
fmoX`@D\EISPVrJIQQKKPqIPjIJgIJSfZvejff@B`@h@@@ !BGvVYw{mTGvT_Y_x@nuRYwuLXGqjDJw?~XAjYwq}eaBnYwyg_aBl_YQ}enuRYwq}eGvVYwp	PV-003922802573	CN1N=CC2=C1NC(NC(=O)C1=CC=CC(CC3=CC=CC=N3)=C1)=NC2=O		0	1.1553	8	2	6
fnsQQ@LZ``wf`BFAFRREQQIQKKJYJtzIVkUHUAQURP@@ !Bb@Jw_WvH@k\BbH@qs\|@?gvHim~DJpJw@h`BbMCM@Oy}bDz??g|@?dz?@Ox	Z4611005858	CCOC1=NC=C(S(=O)(=O)NC2=CC=CC=C2OC2COC2)S1		0	1.7627	7	1	1
fi{ha@DB\Vo@`bJAFQQJFZJ[ISQQHdhZs^tmMUULAAT@@@ !BFfA`FeLX?`@lFG?~_Xa}mw?~@k]??oy??g}??gvHVgq??gvw_Xa??`Jw_?y}bG?~	PV-005925109434	CC1=CC=C(C(=O)NC2CC(N(C)C(=O)C3=C(Cl)N=CS3)C2)C(N)=N1		0	1.4727	7	2	8
fcha@BLEXIf`dDRFQSQQSSRiRIIQHi`eZKU^zijjZjjf@F@@@ !B`CEN`H@qUHPBm}CMf\C@ilwOmhBP|bqgosGMs|wOmpISYvAemwtlY?y??g~w@ig_aBnDJyg_	PV-009870702593	CC(=O)NC1(CNC(=O)C2=C(C(F)F)N(C3CC3)N=N2)CC2=CC=CC=C2C1		0	1.7896	7	2	8
ff}Q@@DLAdTTRbUdTVRblEMVjjjhHJH@@ !B?`Bw@h`Bmww~@H`B@k]}bOx@bGtBbHa}_[]}b@C~_[\Bb@JH_[^H_PC~	PV-009786869381	CCN(C(=O)CNC1(C2=CC=CC=C2)CC(C)(C)C1)C(C)C		0	3.1766	3	1	1
fmoHa@LDMuuPRBIAInVu]nYYgYqVb}Fnjd@JXHFJhH@@ !BXAhZGv@ZFELZXA`l@O{}b@JH@hc}bOvH@h`@?ovH@ha??`C~?Xc}b@Jw@ha??`JH_?{}b@	Z5600201767	CC1=CC(C(=O)NC2=CC=C3C=NN(C(F)F)C3=C2)=C2C(=O)CCCC2=N1		0	3.8267	6	1	10
fj}qb@JR]pTPAFRJJZYIEQJJXhkR\tsUUPDEP@@ !Bf\B@LX`Bs}KRt@JwwzXBb@JwLX@kaOvw?[]??`Jw?[\@?ovw@k]??`	Z3505324991	CC1=CC=C(O)C(CNCC2=NC=C(C3OCCO3)S2)=N1		0	-0.1926	6	2	8
fegpR@LR\HMV`BLdTTNfTbJfdTaVJYJN]LtuUSUUUT@@ !BTqa`FbpX_?{~@AaSFBq\^SF@FBpXKELXKF\XKCF@s}HXKBSkGFcmlApWcM`Gbz@zDET	PV-009536346841	CC1=NC(C(=O)NC(C)(C)CNC(=O)C2(C3(C)OCCO3)CC2)=C(C)S1		0	1.1274	7	2	6
ek`RB@@AIOJ`NLelbbbTRtVLbLtRRVXdBbzFVvZeZjjjZZijX@@ !B]DexmIX?jT@PUQAU^KQoJiX?ec~iP@^KDEViPA@j_?{}bIY@hrpPJfacNjCXc@C^@M{XcCj`DBh	PV-007826684696	CC1=CC2=C(C=C(C(=O)NC3(CN(C)C(=O)C4=CN(C)C(C)=CC4=O)CC3)N2)O1		0	0.9109	8	2	8
fmwh`@DR]xhEyEDhhddmdheDiJjqgEZuAPTUULuQP@@ !B@k\@?ovw@h`Bmw?~^HnVPOvw?[\PJa@j_?zVPOvwDBkRs{|qDBj{J|BYf]}UDA@jJf}UD@	Z4471519979	CC1=NC=CN1C1=CC=C(C(=O)NC2CCN(CC(C)(C)CO)CC2)C=N1		0	2.6127	7	2	13
ffsq@@DTDAIegufY[j\}ENRu`BJ`HbjB`@@ !B@OxBmpJH@Ox@?ovH@hc}bG?~_?{}m?vH_?xBmw?~@hc}bIX?AxnVP@^t	Z4230859168	OC1=NC=CN=C1CNCC1=C(C2CC2)C=CC=C1C1CC1		0	2.7136	4	2	10
fi{pb@BE[KpIAIfUyyYUmVBcToXHHZB`jJ``@@ !B@hc}b@C~_?xBb@JH?[\@?`Jw_?xBbOvw?X`Bb@Jw_?y??`JH?[_}m?vH@ha??g?~	Z6460920897	CN1CCOC2=C(C(=O)NC3=CC(CCCN)=CC=C3F)C=CC=C21		0	2.5841	5	2	2
fdeQB@JFBBPrJIYQQJHyDihsoSU@@@U@@@ !BLXBw@hQTilCMt@JH@O{}b@JH@k\BbOvH@Ox@?`Jw@OxBb@	PV-002785447934	COC1=CC=C2C(N3CC=C(F)C3)=CC=NC2=C1		0	2.3225	3	0	2
figpb@FQkSh@cIDeEBeeDeLeDf\UhJRujf@B@HZf``@@ !BpMemlC`LDkBp[_x@pLZkQEi`VfBkQEi`jtS@qei`VfBkQLCFVfAZXLCFjtS@qei`	PV-007564273361	CC1=NC2=CC(C3=CC=C4CSCC(=O)NC4=C3)=CC=C2C(=O)N1C		0	2.1191	5	1	10
ek`\L@@DAL`@jlbbTRbTbVd~TtbRDTRrVvVNZfjZjjijjjh@@ !BGg}pgU\cJEqobfE?JEssQpT`WpU\Ura\Hra?G`T`UrLhWEqWWE_@fVshFa}`YUMgXAk~_rqgKF\	PV-009018331311	CCC1=C(C(=O)NCC(C)(C)C2(O)CN(C(=O)C34CCC(CC3)C4)C2)C=CN1C		0	2.5605	6	2	11
fki`@FZJOXEMrJIJ[JYRJEKJZIRcLeWmiZijjjiiZj@@ !BUQ@?ekQxUQAUDKQxOyYUDETP|fH?eeTP[uTPJeTP_?xBm?vw?[\Bm?vw_?xBmx@qs\~fwxPkwyd	PV-007815309214	CC1=C(C(=O)N2CCC(C(C)(C)NC(=O)CN3C=CC(=O)C=C3C)CC2)N=CN1		0	1.0551	8	2	12
fhqpa@FVCcpIADadTrRbfRaakUUT@Dp@@ !B?[^w@ovw@k\BmpJw@O{}mpJH@k\@?`C~@k\Bb@C~?X`	Z4929726126	CN(CCOC(F)F)C1=CC=NC(C(N)=O)=C1		0	-0.1567	5	1	2
fmwPb@EUmtDadTRVRRbaTRVRfeFYKM\@DuSP@TuA@ar@ !B?[]??`Jw?[_}mpJw?[\Bm?vw?[\Bmw?~@O{}m?vw@k]??ovw?[]??ovw@k\@?ovwjS}xbp	Z7718635070	CN(C/C=C/C1=CC=C(F)C=C1)C(=O)CC1=CC=C(NC(=O)C2CC2)C=C1		0	3.6649	4	1	2
fi{QP@KI@`wQiLlk{\kmMITTuZuA@SUUULT@@ !B@hc}b@C~_?xBmpJH_?x@?`C~@h`@?`Jw@hc}b@C~@h`Bb@C~@h`PUYY@A{QxmIX?	Z4574193291	CCOC(=O)C1=CC=C(C(=O)N2CCN(C3(C(=O)O)CC3)CC2)C=C1		0	0.3875	7	1	4
ffcPa@NZXh@PfPrQQJ[JHqQJJDiGIZuJuM@QEQ@@@ !B`DzYwpJHtl~H?_vH@OyNopJHYuOPsPJH@O{}b@JH@k\BbIaN?Xaxbq@j	Z7718551786	NC(=O)C1=CSC(C(=O)NCC2=CC=CC(F)=C2C2CC2)=C1		0	2.682	4	2	9
ff}qa@BZkYpPXa`cHhdliDUHXdmQb\p@UUKSUb@@ !B?[\Bmw?~?[_}mw?~?[^w@ovwbOvw@k_}@k_}bK_}L[?Otm~YJ{oMs|wO	Z6484008075	CC(C)(CNS(=O)(=O)C1=CC=C(C#N)O1)C1=CC=C(Br)C=N1		0	2.3556	6	1	3
figi@@JZBwhLdTTTQQbRrbbRIRRoAZN`X`jj``rH@@ !BGqhlFK_}?`ASF@C~mpK~_{\B?`C~_xc}m?w~_?y?m?w~_{_}bOvw@oy??g~w@hc}	Z3515642978	CC1=NC2=CC=CC(CN3CCN(C4=CN=CC=C4C#N)CC3)=C2O1		0	1.936	6	0	5
fegPQ@IMEyMPQA@cHhedieDeLdeBhRc`cgMMM@DUSUQ@@@ !BYrs~@A}eGqiSFG?~_?{}bOvw_?{}bOvw_?y??ovH?[]??g?~_?{}m?vw?Xa??f|jjT@	Z7589593761	COC1=CC=C(NC(=O)CC2=CC(Cl)=CS2)C=C1OCC(=O)NC1CC1		0	2.7512	6	2	2
fakPa@LZ]tD`bPR[fU{{e]VBT[IZjABIjjjb@@ !BYrqSYv\l?`@_YQ|ZaEQSFIg@f\@_FhQTf\C\|a|ZpoA?pTOHP|a?pQ|ZGqh_F`	Z5625154832	O=C(NC1=CC=CC2=C1C=CN2C(F)F)C1CCC(CCO)CC1		0	4.26	4	2	11
fmwPP@DN@wj|bbbbRRvtVTbbQd[UikZhJBJjjZjH@@ !BA{RVPF}UDBhGmJd?A{RVPIY@[uUoUP^tA{QxmJe@DEViPJe@[uW}b@C~VQlGm@JH@h`@?`	Z3807348953	CN(CCC1(C(=O)O)CCOCC1)C1CCN(C(=O)C2=CC=CC=C2)CC1		0	0.8482	6	1	6
figa`@C@uuJYY]]vUmZLDkI^chJBJj@BjP`@@ !B@O{}b@JH@k\BbOvH@Ox@?ovH@k\Bm?vH?[]??g?~?Xc}mw?~_?{}m?vH_?y??ovH	Z3366603170	COC1=CC=C2C=C(CNCC3=CC=C4CCOCC4=C3)COC2=C1		0	2.4882	4	1	5
fi{HP@DFRTEG]rJIJYJEJZJJJrcIJrUj`@jZYjZH@@ !B?[\Bmw?~?[_}mw?~@k_}m?vw@k]??g?~?X`BbG?~TqaSYqi`GvT_Fah_JxS_fQi`	PV-006904501951	CC(=O)NC1=CNC(C)=C1C(=O)NCC1=CC=CC2=C1OCC(=O)N2		0	0.2029	8	4	4
